block_index,block_id,permutation_id,order_position,inner_repeat_index,candidate_id,started_at_utc,client_materialization_latency_ms,process_cpu_time_ms,output_row_count,result_digest
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,1,3,fused,2026-07-19T13:56:25.714701+00:00,143.5811,437.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,1,4,fused,2026-07-19T13:56:25.858702+00:00,179.9569,484.375,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,2,0,materialize-after-q06-time,2026-07-19T13:56:26.038263+00:00,779.1736,2265.625,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,2,1,materialize-after-q06-time,2026-07-19T13:56:26.818242+00:00,803.2194,2390.625,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,2,2,materialize-after-q06-time,2026-07-19T13:56:27.621222+00:00,751.8733,2484.375,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,2,3,materialize-after-q06-time,2026-07-19T13:56:28.373157+00:00,827.2176,2281.25,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
4,tpch-q6-block-004,materialize-after-q06-predicate -> fused -> materialize-after-q06-time,2,4,materialize-after-q06-time,2026-07-19T13:56:29.200330+00:00,885.7012,2437.5,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,0,0,fused,2026-07-19T13:56:30.089607+00:00,165.922,546.875,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,0,1,fused,2026-07-19T13:56:30.255607+00:00,173.595,500.0,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
5,tpch-q6-block-005,fused -> materialize-after-q06-predicate -> materialize-after-q06-time,0,2,fused,2026-07-19T13:56:30.429216+00:00,194.5725,484.375,1,sha256:a1aeb439b6dadb8e1b63b2a6767310d2b8aa89d387266856bc24473812d13e3c
