scenario_id,identifier_width,match_rate,region_label,row_count,seed,variant,operator_index,operator_name,median_operator_timing_ms,actual_cardinality,rows_scanned,physical_plan_fingerprint
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_hash_materialized,8,CTE_SCAN,0.29810000000000003,90000,0,sha256:8c775ff611abc16d74d7b882b9f184805f1ebab78a726a672f21ac5ab0810c9f
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,0,EXPLAIN_ANALYZE,0.0003,0,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,1,BATCH_CREATE_TABLE_AS,10.2978,1,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,2,CTE,5.0802,0,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,3,HASH_JOIN,0.9197999999999998,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,4,SEQ_SCAN,2.763,90000,100000,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,5,SEQ_SCAN,0.04719999999999999,10000,10000,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,6,ORDER_BY,76.45060000000001,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,7,PROJECTION,571.8172000000001,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s1999,128,0.9,phase2l_mixed,100000,1999,late_join_materialized,8,CTE_SCAN,0.8566,90000,0,sha256:26c7beb699842444e252d17ec55e88fce7462da77b086dbbfc8863980d091221
mixed-n100000-w128-m0900-s2111,128,0.9,phase2l_mixed,100000,2111,early_hash_materialized,0,EXPLAIN_ANALYZE,0.0003,0,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
mixed-n100000-w128-m0900-s2111,128,0.9,phase2l_mixed,100000,2111,early_hash_materialized,1,BATCH_CREATE_TABLE_AS,6.148,1,0,sha256:aaa00b3bd44c8b4eac45d7e7d997fa62366f1bf46f339190d03cee33407583a0
